Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Lyme disease, Cum 2013","Lyme disease, Cum 2013, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Malaria, Cum 2013","Malaria, Cum 2013, flag","Meningococcal disease, invasive†, All serogroups, Current week","Meningococcal disease, invasive†, All serogroups, Current week, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive†, All serogroups, Cum 2014","Meningococcal disease, invasive†, All serogroups, Cum 2014, flag","Meningococcal disease, invasive†, All serogroups, Cum 2013","Meningococcal disease, invasive†, All serogroups, Cum 2013, flag",Location 1,Location 2
NEW MEXICO,2014,40,,-,0,,0,,,-,6,,,-,0,,1,,1,,1,,,-,0,,1,,2,,1,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
UTAH,2014,40,,-,0,,1,,3,,15,,1,,0,,1,,4,,6,,,-,0,,1,,1,,7,,"UTAH
(39.36070082200047, -111.5871285339997)",
WYOMING,2014,40,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,"WYOMING
(43.235543013000495, -108.10982744299969)",
PACIFIC,2014,40,,-,2,,5,,76,,163,,2,,3,,6,,103,,114,,,-,2,,7,,76,,107,,,
ALASKA,2014,40,,-,0,,2,,8,,12,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
CALIFORNIA,2014,40,,-,0,,2,,4,,102,,,-,1,,5,,54,,78,,,-,1,,5,,49,,88,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
HAWAII,2014,40,,N,0,,0,,,N,,N,,-,0,,1,,3,,1,,,-,0,,1,,2,,1,,"HAWAII
(21.304853205000427, -157.85774691599974)",
OREGON,2014,40,,-,1,,4,,53,,37,,,-,0,,2,,13,,11,,,-,0,,3,,15,,10,,"OREGON
(44.56745218600048, -120.15502977999972)",
WASHINGTON,2014,40,,-,0,,4,,11,,12,,2,,0,,3,,32,,21,,,-,0,,5,,10,,8,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
AMER. SAMOA,2014,40,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
GUAM,2014,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GUAM
(13.480998894000436, 144.73149801400064)",
PUERTO RICO,2014,40,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
VIRGIN ISL.,2014,40,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2014,41,169,,402,,1633,,22693,,31593,,16,,26,,51,,1153,,1291,,2,,8,,24,,315,,442,,,
NEW ENGLAND,2014,41,,-,103,,542,,6779,,11447,,,-,2,,8,,77,,102,,,-,0,,3,,11,,19,,,
CONNECTICUT,2014,41,,-,18,,146,,1519,,2670,,,-,0,,2,,8,,18,,,-,0,,1,,1,,2,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
MAINE,2014,41,,-,15,,87,,940,,1187,,,-,0,,2,,4,,7,,,-,0,,1,,1,,3,,"MAINE
(45.2542257390005, -68.98502952999962)",
MASSACHUSETTS,2014,41,,-,36,,269,,2713,,4801,,,-,1,,4,,41,,63,,,-,0,,3,,8,,8,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
NEW HAMPSHIRE,2014,41,,-,7,,58,,561,,1549,,,-,0,,2,,6,,9,,,-,0,,0,,,-,2,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
RHODE ISLAND,2014,41,,-,8,,81,,580,,445,,,-,0,,8,,14,,,-,,-,0,,1,,1,,1,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
VERMONT,2014,41,,-,9,,48,,466,,795,,,-,0,,2,,4,,5,,,-,0,,1,,,-,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
MID. ATLANTIC,2014,41,146,,179,,867,,11690,,12168,,5,,8,,21,,328,,334,,,-,1,,3,,35,,68,,,
NEW JERSEY,2014,41,,-,38,,159,,2117,,3383,,,-,1,,5,,54,,76,,,-,0,,2,,8,,14,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
NEW YORK,2014,41,64,,48,,226,,2425,,2989,,1,,1,,4,,53,,47,,,-,0,,3,,6,,18,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
NEW YORK CITY,2014,41,27,,3,,441,,641,,655,,4,,3,,16,,164,,151,,,-,0,,2,,10,,15,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
PENNSYLVANIA,2014,41,55,,61,,574,,6507,,5141,,,-,1,,5,,57,,60,,,-,0,,2,,11,,21,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
E.N. CENTRAL,2014,41,2,,14,,123,,1391,,2411,,1,,2,,6,,94,,127,,1,,1,,4,,34,,46,,,
ILLINOIS,2014,41,,-,1,,20,,166,,323,,,-,1,,4,,33,,60,,,-,0,,2,,11,,9,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
INDIANA,2014,41,,-,0,,9,,50,,104,,,-,0,,3,,14,,18,,,-,0,,1,,3,,14,,"INDIANA
(39.76691072200049, -86.14995579899966)",
MICHIGAN,2014,41,1,,2,,12,,106,,147,,,-,0,,2,,12,,18,,,-,0,,2,,8,,3,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
OHIO,2014,41,1,,1,,10,,87,,88,,1,,1,,3,,31,,22,,1,,0,,2,,8,,9,,"OHIO
(40.06021184000048, -82.40425685299965)",
WISCONSIN,2014,41,,-,12,,95,,982,,1749,,,-,0,,2,,4,,9,,,-,0,,1,,4,,11,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
W.N. CENTRAL,2014,41,,-,4,,36,,199,,2506,,1,,1,,4,,49,,95,,,-,0,,3,,19,,33,,,
IOWA,2014,41,,-,1,,18,,148,,236,,,-,0,,2,,8,,10,,,-,0,,1,,2,,1,,"IOWA
(42.469401477000474, -93.81648936699969)",
KANSAS,2014,41,,-,0,,2,,13,,32,,,-,0,,2,,9,,7,,,-,0,,1,,1,,3,,"KANSAS
(38.3477418760005, -98.20077655499966)",
MINNESOTA,2014,41,,-,0,,28,,3,,2194,,,-,0,,3,,2,,58,,,-,0,,2,,5,,10,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
MISSOURI,2014,41,,-,0,,2,,7,,2,,1,,0,,1,,13,,5,,,-,0,,1,,7,,9,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
NEBRASKA,2014,41,,-,0,,4,,16,,9,,,-,0,,2,,7,,5,,,-,0,,1,,,-,3,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
NORTH DAKOTA,2014,41,,-,0,,2,,10,,29,,,-,0,,1,,7,,3,,,-,0,,1,,2,,3,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
SOUTH DAKOTA,2014,41,,-,0,,1,,2,,4,,,-,0,,1,,3,,7,,,-,0,,1,,2,,4,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
S. ATLANTIC,2014,41,19,,46,,309,,2373,,2678,,3,,7,,16,,332,,332,,1,,1,,6,,72,,80,,,
DELAWARE,2014,41,1,,8,,24,,352,,427,,,-,0,,1,,2,,9,,,-,0,,1,,1,,2,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
DIST. OF COL.,2014,41,,-,0,,4,,13,,32,,,-,0,,2,,3,,12,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
FLORIDA,2014,41,2,,2,,12,,110,,109,,1,,1,,4,,43,,44,,1,,1,,3,,38,,45,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
GEORGIA,2014,41,,-,0,,3,,3,,7,,,-,1,,5,,74,,58,,,-,0,,2,,10,,11,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MARYLAND,2014,41,12,,15,,61,,860,,1013,,1,,2,,8,,118,,117,,,-,0,,1,,4,,3,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NORTH CAROLINA,2014,41,,-,0,,27,,65,,128,,,-,0,,7,,25,,18,,,-,0,,3,,11,,10,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
SOUTH CAROLINA,2014,41,,-,1,,5,,29,,35,,,-,0,,1,,5,,8,,,-,0,,1,,2,,2,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
VIRGINIA,2014,41,4,,15,,267,,832,,798,,1,,1,,5,,60,,65,,,-,0,,2,,6,,5,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
WEST VIRGINIA,2014,41,,-,2,,13,,109,,129,,,-,0,,1,,2,,1,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
E.S. CENTRAL,2014,41,1,,1,,11,,110,,75,,,-,1,,5,,37,,30,,,-,0,,2,,14,,10,,,
ALABAMA,2014,41,,-,0,,7,,50,,23,,,-,0,,3,,10,,2,,,-,0,,1,,5,,2,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
KENTUCKY,2014,41,,-,0,,5,,42,,38,,,-,0,,2,,10,,9,,,-,0,,1,,2,,1,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
MISSISSIPPI,2014,41,,-,0,,0,,,-,,-,,-,0,,1,,1,,3,,,-,0,,1,,1,,3,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
TENNESSEE,2014,41,1,,0,,4,,18,,14,,,-,0,,2,,16,,16,,,-,0,,1,,6,,4,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
W.S. CENTRAL,2014,41,,-,0,,13,,24,,58,,6,,1,,21,,90,,79,,,-,1,,6,,32,,45,,,
ARKANSAS,2014,41,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,5,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
LOUISIANA,2014,41,,-,0,,1,,2,,,-,,-,0,,1,,12,,8,,,-,0,,2,,6,,12,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
OKLAHOMA,2014,41,,-,0,,2,,,-,1,,3,,0,,2,,6,,10,,,-,0,,2,,8,,6,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
TEXAS,2014,41,,-,0,,11,,22,,57,,3,,1,,19,,70,,60,,,-,0,,5,,17,,22,,"TEXAS
(31.827240712000446, -99.4267664729997)",
MOUNTAIN,2014,41,,-,1,,7,,42,,86,,,-,1,,6,,42,,76,,,-,0,,3,,22,,33,,,
ARIZONA,2014,41,,-,0,,5,,17,,25,,,-,0,,3,,18,,29,,,-,0,,2,,9,,10,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
COLORADO,2014,41,,-,0,,0,,,-,,-,,-,0,,3,,7,,28,,,-,0,,1,,1,,7,,"COLORADO
(38.84384201300048, -106.13360888799969)",
IDAHO,2014,41,,-,0,,1,,7,,15,,,-,0,,1,,2,,5,,,-,0,,1,,3,,4,,"IDAHO
(43.68263160000049, -114.3637261449997)",
MONTANA,2014,41,,-,0,,2,,7,,12,,,-,0,,1,,2,,,-,,-,0,,1,,4,,1,,"MONTANA
(47.06652759400049, -109.42441687999968)",
NEVADA,2014,41,,-,0,,2,,6,,10,,,-,0,,2,,7,,7,,,-,0,,1,,2,,1,,"NEVADA
(39.493242807000456, -117.07183978499972)",
NEW MEXICO,2014,41,,-,0,,0,,,-,6,,,-,0,,1,,2,,1,,,-,0,,1,,2,,1,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
UTAH,2014,41,,-,0,,1,,3,,15,,,-,0,,1,,4,,6,,,-,0,,1,,1,,7,,"UTAH
(39.36070082200047, -111.5871285339997)",
WYOMING,2014,41,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,"WYOMING
(43.235543013000495, -108.10982744299969)",
PACIFIC,2014,41,1,,2,,6,,85,,164,,,-,3,,6,,104,,116,,,-,2,,7,,76,,108,,,
ALASKA,2014,41,,-,0,,2,,7,,12,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
CALIFORNIA,2014,41,,-,0,,2,,4,,102,,,-,1,,5,,55,,79,,,-,1,,5,,49,,89,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
HAWAII,2014,41,,N,0,,0,,,N,,N,,-,0,,1,,3,,1,,,-,0,,1,,2,,1,,"HAWAII
(21.304853205000427, -157.85774691599974)",
OREGON,2014,41,1,,1,,5,,63,,38,,,-,0,,2,,13,,12,,,-,0,,3,,15,,10,,"OREGON
(44.56745218600048, -120.15502977999972)",
WASHINGTON,2014,41,,-,0,,4,,11,,12,,,-,0,,3,,32,,21,,,-,0,,5,,10,,8,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
AMER. SAMOA,2014,41,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
GUAM,2014,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GUAM
(13.480998894000436, 144.73149801400064)",
PUERTO RICO,2014,41,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
VIRGIN ISL.,2014,41,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2014,42,157,,393,,1652,,23428,,32153,,12,,26,,51,,1186,,1321,,4,,8,,24,,324,,455,,,
NEW ENGLAND,2014,42,9,,104,,573,,7132,,11671,,,-,2,,8,,77,,103,,,-,0,,3,,12,,22,,,
CONNECTICUT,2014,42,,-,17,,146,,1519,,2729,,,-,0,,2,,8,,18,,,-,0,,1,,1,,2,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
MAINE,2014,42,,-,15,,88,,1012,,1202,,,-,0,,2,,4,,7,,,-,0,,1,,1,,3,,"MAINE
(45.2542257390005, -68.98502952999962)",
MASSACHUSETTS,2014,42,,-,36,,291,,2967,,4879,,,-,1,,4,,41,,64,,,-,0,,3,,9,,11,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
NEW HAMPSHIRE,2014,42,,-,7,,58,,565,,1575,,,-,0,,2,,6,,9,,,-,0,,0,,,-,2,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
RHODE ISLAND,2014,42,9,,10,,81,,602,,481,,,-,0,,8,,14,,,-,,-,0,,1,,1,,1,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
VERMONT,2014,42,,-,8,,48,,467,,805,,,-,0,,2,,4,,5,,,-,0,,1,,,-,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
MID. ATLANTIC,2014,42,117,,177,,882,,11959,,12383,,6,,8,,21,,337,,343,,,-,1,,3,,35,,70,,,
NEW JERSEY,2014,42,,-,34,,162,,2182,,3447,,,-,1,,5,,57,,78,,,-,0,,2,,8,,14,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
NEW YORK,2014,42,49,,48,,226,,2479,,3065,,2,,1,,4,,55,,50,,,-,0,,3,,6,,19,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
NEW YORK CITY,2014,42,24,,3,,441,,664,,671,,4,,3,,16,,168,,155,,,-,0,,2,,10,,16,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
PENNSYLVANIA,2014,42,44,,60,,586,,6634,,5200,,,-,1,,5,,57,,60,,,-,0,,2,,11,,21,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
E.N. CENTRAL,2014,42,1,,15,,124,,1426,,2441,,1,,2,,6,,97,,127,,1,,1,,4,,37,,46,,,
ILLINOIS,2014,42,,-,1,,20,,166,,328,,,-,0,,4,,33,,60,,,-,0,,2,,11,,9,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
INDIANA,2014,42,,-,0,,9,,51,,105,,,-,0,,3,,16,,18,,,-,0,,1,,4,,14,,"INDIANA
(39.76691072200049, -86.14995579899966)",
MICHIGAN,2014,42,,-,2,,12,,111,,151,,,-,0,,2,,12,,18,,,-,0,,2,,8,,3,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
OHIO,2014,42,1,,1,,10,,92,,88,,1,,1,,3,,32,,22,,1,,0,,2,,9,,9,,"OHIO
(40.06021184000048, -82.40425685299965)",
WISCONSIN,2014,42,,-,12,,96,,1006,,1769,,,-,0,,2,,4,,9,,,-,0,,1,,5,,11,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
W.N. CENTRAL,2014,42,1,,4,,36,,208,,2542,,,-,1,,4,,51,,97,,,-,0,,3,,19,,34,,,
IOWA,2014,42,,-,1,,19,,154,,244,,,-,0,,2,,9,,10,,,-,0,,1,,2,,1,,"IOWA
(42.469401477000474, -93.81648936699969)",
KANSAS,2014,42,,-,0,,2,,13,,32,,,-,0,,2,,9,,7,,,-,0,,1,,1,,3,,"KANSAS
(38.3477418760005, -98.20077655499966)",
MINNESOTA,2014,42,,-,0,,28,,3,,2222,,,-,0,,2,,2,,59,,,-,0,,2,,5,,10,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
MISSOURI,2014,42,1,,0,,2,,8,,2,,,-,0,,1,,13,,5,,,-,0,,1,,7,,10,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
NEBRASKA,2014,42,,-,0,,4,,16,,9,,,-,0,,2,,7,,6,,,-,0,,1,,,-,3,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
NORTH DAKOTA,2014,42,,-,0,,2,,12,,29,,,-,0,,1,,8,,3,,,-,0,,1,,2,,3,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
SOUTH DAKOTA,2014,42,,-,0,,1,,2,,4,,,-,0,,1,,3,,7,,,-,0,,1,,2,,4,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
S. ATLANTIC,2014,42,26,,45,,309,,2442,,2721,,1,,8,,18,,339,,342,,1,,1,,6,,74,,83,,,
DELAWARE,2014,42,2,,7,,24,,356,,434,,,-,0,,1,,2,,9,,,-,0,,1,,1,,2,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
DIST. OF COL.,2014,42,,-,0,,4,,23,,32,,,-,0,,2,,8,,12,,,-,0,,1,,1,,,-,"DIST. OF COL.
",
FLORIDA,2014,42,4,,2,,12,,114,,111,,1,,1,,4,,44,,46,,1,,1,,3,,39,,48,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
GEORGIA,2014,42,,-,0,,3,,3,,7,,,-,1,,5,,74,,59,,,-,0,,2,,10,,11,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MARYLAND,2014,42,1,,15,,59,,873,,1027,,,-,2,,8,,118,,121,,,-,0,,1,,4,,3,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NORTH CAROLINA,2014,42,,-,0,,27,,65,,131,,,-,0,,7,,25,,18,,,-,0,,3,,11,,10,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
SOUTH CAROLINA,2014,42,,-,1,,3,,30,,37,,,-,0,,1,,5,,9,,,-,0,,1,,2,,2,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
VIRGINIA,2014,42,19,,15,,267,,867,,811,,,-,1,,5,,61,,66,,,-,0,,2,,6,,5,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
WEST VIRGINIA,2014,42,,-,2,,13,,111,,131,,,-,0,,1,,2,,2,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
E.S. CENTRAL,2014,42,1,,1,,11,,109,,79,,,-,1,,5,,37,,30,,,-,0,,2,,14,,10,,,
ALABAMA,2014,42,1,,0,,7,,51,,23,,,-,0,,3,,10,,2,,,-,0,,1,,5,,2,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
KENTUCKY,2014,42,,-,0,,5,,41,,38,,,-,0,,2,,10,,9,,,-,0,,1,,2,,1,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
MISSISSIPPI,2014,42,,-,0,,0,,,-,,-,,-,0,,1,,1,,3,,,-,0,,1,,1,,3,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
TENNESSEE,2014,42,,-,0,,4,,17,,18,,,-,0,,2,,16,,16,,,-,0,,1,,6,,4,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
W.S. CENTRAL,2014,42,1,,1,,13,,27,,60,,3,,2,,21,,98,,82,,,-,1,,6,,32,,48,,,
ARKANSAS,2014,42,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,6,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
LOUISIANA,2014,42,,-,0,,1,,2,,,-,,-,0,,1,,12,,8,,,-,0,,2,,6,,14,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
OKLAHOMA,2014,42,,-,0,,2,,,-,1,,1,,0,,3,,7,,10,,,-,0,,2,,8,,6,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
TEXAS,2014,42,1,,1,,11,,25,,59,,2,,1,,19,,77,,63,,,-,0,,5,,17,,22,,"TEXAS
(31.827240712000446, -99.4267664729997)",
MOUNTAIN,2014,42,,-,1,,7,,42,,91,,,-,1,,6,,43,,76,,,-,0,,3,,22,,33,,,
ARIZONA,2014,42,,-,0,,5,,17,,26,,,-,0,,3,,18,,29,,,-,0,,2,,9,,10,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
COLORADO,2014,42,,-,0,,0,,,-,,-,,-,0,,3,,7,,28,,,-,0,,1,,1,,7,,"COLORADO
(38.84384201300048, -106.13360888799969)",
IDAHO,2014,42,,-,0,,1,,7,,16,,,-,0,,1,,3,,5,,,-,0,,1,,3,,4,,"IDAHO
(43.68263160000049, -114.3637261449997)",
MONTANA,2014,42,,-,0,,2,,7,,14,,,-,0,,1,,2,,,-,,-,0,,1,,4,,1,,"MONTANA
(47.06652759400049, -109.42441687999968)",
NEVADA,2014,42,,-,0,,2,,6,,11,,,-,0,,2,,7,,7,,,-,0,,1,,2,,1,,"NEVADA
(39.493242807000456, -117.07183978499972)",
NEW MEXICO,2014,42,,-,0,,0,,,-,6,,,-,0,,1,,2,,1,,,-,0,,1,,2,,1,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
UTAH,2014,42,,-,0,,1,,3,,15,,,-,0,,1,,4,,6,,,-,0,,1,,1,,7,,"UTAH
(39.36070082200047, -111.5871285339997)",
WYOMING,2014,42,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,"WYOMING
(43.235543013000495, -108.10982744299969)",
PACIFIC,2014,42,1,,2,,5,,83,,165,,1,,3,,6,,107,,121,,2,,2,,7,,79,,109,,,
ALASKA,2014,42,,-,0,,2,,6,,12,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
CALIFORNIA,2014,42,,-,0,,2,,4,,103,,,-,1,,5,,57,,81,,1,,1,,5,,50,,90,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
HAWAII,2014,42,,N,0,,0,,,N,,N,,-,0,,1,,3,,1,,,-,0,,1,,2,,1,,"HAWAII
(21.304853205000427, -157.85774691599974)",
OREGON,2014,42,,-,1,,5,,61,,38,,,-,0,,2,,13,,12,,,-,0,,3,,16,,10,,"OREGON
(44.56745218600048, -120.15502977999972)",
WASHINGTON,2014,42,1,,0,,4,,12,,12,,1,,0,,3,,33,,24,,1,,0,,5,,11,,8,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
AMER. SAMOA,2014,42,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
GUAM,2014,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GUAM
(13.480998894000436, 144.73149801400064)",
PUERTO RICO,2014,42,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
VIRGIN ISL.,2014,42,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2014,43,153,,377,,1668,,24010,,32736,,17,,25,,51,,1209,,1341,,3,,8,,24,,328,,461,,,
NEW ENGLAND,2014,43,2,,105,,582,,7389,,11888,,,-,2,,8,,77,,104,,,-,0,,3,,12,,22,,,
CONNECTICUT,2014,43,,-,16,,146,,1521,,2762,,,-,0,,2,,8,,18,,,-,0,,1,,1,,2,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
MAINE,2014,43,2,,14,,89,,1102,,1234,,,-,0,,2,,4,,7,,,-,0,,1,,1,,3,,"MAINE
(45.2542257390005, -68.98502952999962)",
MASSACHUSETTS,2014,43,,-,36,,305,,3077,,4952,,,-,1,,4,,41,,65,,,-,0,,1,,9,,11,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
NEW HAMPSHIRE,2014,43,,-,7,,58,,591,,1601,,,-,0,,2,,6,,9,,,-,0,,0,,,-,2,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
RHODE ISLAND,2014,43,,-,10,,81,,631,,509,,,-,0,,8,,14,,,-,,-,0,,1,,1,,1,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
VERMONT,2014,43,,-,8,,48,,467,,830,,,-,0,,2,,4,,5,,,-,0,,1,,,-,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
MID. ATLANTIC,2014,43,131,,177,,887,,12188,,12618,,6,,7,,22,,341,,351,,,-,1,,3,,35,,70,,,
NEW JERSEY,2014,43,,-,33,,162,,2183,,3500,,,-,1,,5,,57,,80,,,-,0,,2,,8,,14,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
NEW YORK,2014,43,38,,47,,226,,2522,,3161,,,-,1,,4,,55,,50,,,-,0,,3,,6,,19,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
NEW YORK CITY,2014,43,38,,3,,441,,698,,680,,5,,3,,16,,170,,160,,,-,0,,2,,10,,16,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
PENNSYLVANIA,2014,43,55,,61,,591,,6785,,5277,,1,,1,,5,,59,,61,,,-,0,,2,,11,,21,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
